,Fx,Fy,Fz,Mx,My,Mz,rx,ry,rz,vx,vy,vz,wx,wy,wz,e1,e2,e3,dvx,dvy,dvz
0,-0.2671029414407511,-0.20269864760553769,0.7706372166755948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.2671029414407511,-0.20269864760553769,0.7706372166755948
1,-0.7837507694157724,0.4520410791588805,-0.7510704717157448,0.0,0.0,0.0,-8.086109418071788e-08,-2.3382678228425962e-07,1.2160492173116844e-07,-0.0004264512580082254,-0.0004671885025277474,-3.1526147559144255e-05,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.7837507694157724,0.4520410791588805,-0.7510704717157448
2,0.5166942518237378,-0.6992611303809773,0.6805249253700119,0.0,0.0,0.0,-2.9594656464720287e-07,-8.430528145503399e-07,7.135528619916677e-08,-0.00011253988743666413,-0.0005587482421595183,-9.560684540952473e-05,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.5166942518237378,-0.6992611303809773,0.6805249253700119
3,0.8853892094390741,0.17098748638149686,0.7187230670276656,0.0,0.0,0.0,-2.063443311087511e-08,-1.6750435426261367e-06,-2.9962368167673797e-09,9.871886055322609e-05,-0.0010466312360706412,0.0001433658831104992,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.8853892094390741,0.17098748638149686,0.7187230670276656
4,0.8448850166221524,0.6116817415144096,-0.010581276876568069,0.0,0.0,0.0,7.065303351562621e-07,-2.364906237764951e-06,8.706100243999743e-08,0.0005478630929778826,-0.0006838612940826133,0.00041329043307544353,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.8448850166221524,0.6116817415144096,-0.010581276876568069
5,-0.24076802315209855,0.4673057742498665,0.6655554853854302,0.0,0.0,0.0,1.7074301955989557e-06,-2.623532706060199e-06,1.377686959894025e-07,0.001006461345420693,-0.000534237571143219,0.00010804129667661385,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.24076802315209855,0.4673057742498665,0.6655554853854302
6,0.5581760134423037,0.6243991104043731,0.3960466591685017,0.0,0.0,0.0,2.967512684947276e-06,-2.7427949058174235e-06,-1.5374306055597714e-07,0.0014954144783475398,-0.0003802967729016817,-0.0003922218589745083,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.5581760134423037,0.6243991104043731,0.3960466591685017
7,0.21803264415810286,-0.5671061686522079,0.4908908222219688,0.0,0.0,0.0,4.3480589405891915e-06,-2.529905648554031e-06,-9.037450619303612e-07,0.0013794836527887598,-0.0001362976894719613,-0.000490873064584219,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.21803264415810286,-0.5671061686522079,0.4908908222219688
8,-0.5744996532738176,-0.46562922951031926,0.4413700551256514,0.0,0.0,0.0,5.872302018048935e-06,-2.342351666511738e-06,-1.715817718749131e-06,0.0017488043707982533,-0.0003819893302066501,-0.0004843941133893209,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.5744996532738176,-0.46562922951031926,0.4413700551256514
9,0.8892637078250618,0.9223994437060075,0.9118278591980513,0.0,0.0,0.0,7.475775040734642e-06,-2.2707020988946446e-06,-2.3229978738460324e-06,0.0015597599402835864,-0.0003430258667179586,4.358152795169408e-05,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.8892637078250618,0.9223994437060075,0.9118278591980513
10,-0.6427777773387902,0.8654200538499555,0.4275110718207711,0.0,0.0,0.0,8.975845852504707e-06,-1.8928349225633616e-06,-2.4340765431861552e-06,0.0012812178971953335,-6.567975553288345e-05,9.343789408612772e-05,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.6427777773387902,0.8654200538499555,0.4275110718207711
11,-0.6962846265116924,-0.9730365430096395,0.8959304666753367,0.0,0.0,0.0,9.871991696751708e-06,-1.5269799689647937e-06,-2.641673315693797e-06,0.0009351325058123916,0.00023963990863479006,-0.00013993555994431086,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.6962846265116924,-0.9730365430096395,0.8959304666753367
12,0.5141076417292165,-0.629711069291669,0.1970943959065634,0.0,0.0,0.0,1.0680250055175464e-05,-1.4946841683532039e-06,-2.9200556951008254e-06,0.0007438235881908844,-0.0006068895890705911,-0.00022279187552758735,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.5141076417292165,-0.629711069291669,0.1970943959065634
13,-0.7663225556966622,-0.9288494848169966,-0.598704123719044,0.0,0.0,0.0,1.1475478978153434e-05,-1.8868556541720525e-06,-3.2910838134774227e-06,0.0005304227498567521,-0.00040904348561918505,-0.00016856230070068904,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.7663225556966622,-0.9288494848169966,-0.598704123719044
14,0.6399089602619674,0.9511388378574297,-0.09734957226221974,0.0,0.0,0.0,1.1770474704878048e-05,-2.2960906049424886e-06,-3.546937889131119e-06,0.0001635192149334822,-0.00029165450488224796,-0.00012919552672932148,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.6399089602619674,0.9511388378574297,-0.09734957226221974
15,0.8827603517231395,0.12261054982942188,-0.34226670715975316,0.0,0.0,0.0,1.198405710481756e-05,-2.5320679174649777e-06,-3.884531313105713e-06,0.00027905955471027404,-0.00042759216473075017,-0.0004918023874522961,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.8827603517231395,0.12261054982942188,-0.34226670715975316
16,0.7885192308367928,-0.2732115252792937,-0.5069505574581419,0.0,0.0,0.0,1.2210887549437957e-05,-2.6897427473903907e-06,-4.27086955541462e-06,-1.2022019558425776e-05,-0.0002427220812376853,-0.00020945836435509572,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.7885192308367928,-0.2732115252792937,-0.5069505574581419
17,-0.6766810436776245,0.7832318772735332,-0.6878603429496006,0.0,0.0,0.0,1.2442316671584185e-05,-2.8520022661803167e-06,-4.561074686221922e-06,0.0002873215120724952,-0.00011673643743645754,-0.00026039043488157654,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.6766810436776245,0.7832318772735332,-0.6878603429496006
18,-0.5952578267635831,0.1959248880771276,-0.26592251667737443,0.0,0.0,0.0,1.25399789115981e-05,-2.9539321236590644e-06,-4.916198283744148e-06,7.03032223451156e-05,-0.00018061374885445041,-0.0004223379455776672,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.5952578267635831,0.1959248880771276,-0.26592251667737443
19,0.49334600547735374,-0.46308195602671964,-0.04679507306200348,0.0,0.0,0.0,1.2719942684190712e-05,-3.030749739738485e-06,-5.231733780827517e-06,0.00032134125365504727,-0.00010793127925008973,-0.00012083392932826754,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.49334600547735374,-0.46308195602671964,-0.04679507306200348
20,-0.5584347608673155,0.02292445658684583,-0.3175131755776246,0.0,0.0,0.0,1.3102789685166632e-05,-3.139346291941338e-06,-5.180898506712869e-06,0.00014623348045728115,-0.00033456068246328534,0.00039888882109765007,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.5584347608673155,0.02292445658684583,-0.3175131755776246
21,-0.04006190382443742,0.47299392312388155,0.11750451524359917,0.0,0.0,0.0,1.3294952996218791e-05,-3.4086830126095963e-06,-4.776663398959379e-06,-1.0537295683475667e-06,-0.00022236522540342328,0.0006300561880685618,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,-0.04006190382443742,0.47299392312388155,0.11750451524359917
22,0.04382231505797063,0.45714452950756757,0.9689836900982527,0.0,0.0,0.0,1.3383311174439757e-05,-3.831528735932107e-06,-4.4841992392884635e-06,-0.0002843129161152139,-0.0005274115277577142,0.00010864475164857235,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.04382231505797063,0.45714452950756757,0.9689836900982527
23,0.4168716898231637,0.8797389386269268,0.1776828348603492,0.0,0.0,0.0,1.3116541834201839e-05,-4.34535472793458e-06,-4.29756467492066e-06,-0.0005949627135993577,-0.00020096678726050327,-9.568663640954422e-05,0.0,0.0,0.0,0.09999999999999999,0.19999999999999998,0.3,0.4168716898231637,0.8797389386269268,0.1776828348603492
